X	Y
3.2648 , 1.4012
4.0675 , 3.0709
-3.5008 , 3.8628
3.6512 , 2.7465
2.5657 , 4.1177
-6.6326 , -0.0702
-1.9449 , 0.8011
1.2776 , 3.5418
2.4447 , 3.9036
2.9839 , 2.6140
-5.3293 , 0.2806
3.0237 , 3.3540
-0.6928 , -0.3982
-0.6257 , 1.3998
3.7343 , 4.3735
-5.2198 , -0.9882
-3.9366 , -3.7593
3.1120 , 4.3334
-3.3181 , -0.2396
-3.5614 , -4.4623
-4.5463 , -4.2817
-2.2879 , -2.4764
3.8950 , 4.0991
-2.5929 , -2.8251
0.2744 , 0.3726
-2.1587 , -4.6616
-2.1608 , -8.2746
-1.1320 , -2.4800
-2.3505 , -2.5925
-3.5513 , -6.1105
-2.0835 , -3.9872
2.5431 , 2.4909
3.2393 , 1.8408
3.3761 , 2.7708
-1.1057 , -2.8101
2.4991 , 2.3565
-3.0253 , 0.7385
-1.0946 , -1.6228
-2.3961 , -1.5034
-1.7487 , -6.5182
0.2618 , -0.8771
2.6345 , 2.9471
-1.4952 , -5.5123
-4.6945 , -3.9647
3.7083 , 3.7770
4.0685 , 2.5021
3.8972 , 2.2751
-5.5134 , -2.3608
3.4387 , 2.0929
-2.3205 , -2.0502
-0.8199 , -0.9744
3.7412 , 1.2905
-4.3142 , -6.6319
4.3516 , 3.0937
3.0937 , 4.4368
-1.0570 , -1.1166
-5.5370 , -2.6324
-1.3180 , -5.9348
1.9788 , 3.6385
-3.7840 , -3.4030
-4.5601 , -2.0812
-3.9711 , -2.7427
-0.5021 , -5.5617
3.3300 , 3.7482
4.8529 , 1.3668
2.2269 , 3.0097
-4.6384 , -4.3664
2.8656 , 3.0601
3.1937 , 3.7403
-1.3054 , -2.3413
3.9948 , 3.0355
-5.5626 , 2.8057
-4.5020 , -3.6377
2.9470 , 3.8311
2.6450 , 0.6164
4.0718 , 3.3504
-2.8932 , 0.0202
3.0947 , 2.5138
2.1511 , 2.9260
3.4366 , 5.1406
-3.9917 , -3.6641
-5.5562 , -1.3781
1.6585 , 3.0699
-0.9984 , -3.8962
-3.9624 , -5.3707
4.3521 , 4.6761
-2.9196 , -6.3179
4.9780 , 3.1861
-1.9799 , -0.0909
-4.2298 , -4.4001
-4.3019 , -2.6941
-1.5075 , 0.2046
-1.6086 , -5.7408
-2.5784 , -2.5426
-1.4412 , -2.7534
3.3086 , 3.8057
2.3055 , 3.8036
2.3232 , 2.4190
-4.2244 , -1.2770
-4.0602 , -2.5160
1.8493 , 3.9849
3.3094 , 2.9597
0.5660 , -1.2310
-1.4038 , -2.6262
2.3507 , 5.4160
2.2777 , 2.5324
-4.2813 , -4.1941
2.4926 , 3.3261
2.2997 , 3.0677
-3.2121 , -1.9146
0.6422 , 4.8610
4.3379 , 2.1714
2.2628 , 2.9922
-4.0755 , -4.1513
-2.4152 , -3.6997
-4.0960 , -2.3245
0.7562 , 2.5809
1.1301 , 3.5327
-1.5197 , -2.5458
3.7912 , 2.8491
