X	Y
-4.9810 , -1.1125
4.3350 , 1.9478
1.8862 , 4.2936
-4.9630 , -0.9558
-4.6627 , -0.7747
-1.5417 , -0.5187
-3.4347 , -1.8956
1.9405 , 5.3569
-5.0568 , -0.5768
-3.6597 , -3.5408
-2.3529 , -4.6786
-2.3605 , -1.3072
2.3271 , 2.6853
2.3579 , 3.4873
4.0505 , 4.2015
0.7351 , 3.3935
3.6682 , 1.3095
-3.8725 , -2.5456
2.3467 , 0.8688
-4.1725 , -0.0352
-2.3521 , -1.2012
-4.4751 , -5.9390
-4.1189 , -1.2736
2.8464 , 4.7552
-3.7941 , -1.3031
4.6371 , 3.0113
3.4202 , 2.9327
-1.1739 , -3.5392
-4.0623 , -5.9343
-6.2934 , -0.3726
3.4255 , 3.3109
-7.3723 , -0.5626
-2.2369 , -2.3416
-4.3483 , -1.8364
1.4796 , 3.9870
0.6430 , -8.4618
3.1736 , 4.0133
3.8601 , 2.7002
4.5022 , 2.3915
2.8876 , 1.9757
-3.4307 , -0.5079
-1.6795 , -0.9985
3.9796 , 1.8170
-1.7043 , -3.0740
1.7837 , 3.5982
1.6766 , 2.8316
-2.9676 , -1.1923
1.9793 , 5.0577
-2.5294 , -5.0560
-3.1822 , -5.4284
3.6796 , 2.4238
1.3019 , 3.1258
-2.2160 , -3.7580
2.7055 , 1.8203
2.5561 , 2.2266
-4.8940 , -1.9158
-3.6922 , -2.8194
3.6096 , 2.1199
-3.3336 , -3.3741
-5.2354 , -3.5266
3.7573 , 2.1126
-1.2510 , -3.8467
-3.1203 , -1.6761
-2.6659 , -0.8573
-0.6388 , -2.9260
5.5698 , 3.9927
3.7149 , 4.1474
-4.7782 , -7.2770
1.2122 , 2.2338
2.6216 , 2.5292
1.4286 , 2.6875
-0.4890 , -2.8576
4.2305 , 4.1433
-2.9580 , -1.9550
3.0538 , 2.3789
-3.0755 , -2.9326
-2.5716 , -5.2739
3.1932 , 4.3234
-2.9143 , -3.8123
2.6420 , 2.6014
2.6489 , 2.6154
3.2589 , 2.0359
4.0131 , 2.6409
-5.1837 , -4.3310
3.5130 , 3.4909
2.8406 , 4.0498
3.6753 , 2.4469
-2.1313 , -5.4330
-5.2494 , -2.0410
-2.9090 , -4.7802
-2.7526 , -2.1063
4.0499 , 3.3976
-0.1771 , -3.6019
3.5370 , 3.5795
2.8120 , 4.2126
-1.4140 , -7.9273
-5.3109 , -2.9934
3.8133 , 3.1485
2.6323 , 4.7911
3.6355 , 0.8775
1.0316 , 3.2193
-3.1101 , -2.9480
5.3172 , 2.0751
2.1920 , 4.0819
3.4686 , 2.1670
4.2828 , 3.0056
-2.5287 , -4.2610
1.0029 , 5.0709
2.1299 , 2.4415
-3.9269 , -3.4504
-2.8605 , -3.5317
2.1717 , 4.7419
2.5264 , 4.0993
-2.2718 , -3.5467
-4.6760 , -2.8138
3.5563 , 3.4696
-3.8780 , 1.5008
-3.8974 , -2.8488
-2.4054 , -1.1752
3.5736 , 2.0708
3.2458 , 4.7917
-3.0094 , -3.3867
2.0993 , 5.4104
-2.0495 , -1.4575
3.0088 , 1.5400
